u_id,u_sentiment,u_stance
2761135139,mixed,other
2276178979,mixed,other
575582166,mixed,other
191296729,mixed,other
1454687180,mixed,other
2519703819,positive,other
604679073,mixed,other
135485198,negative,other
64021068,mixed,other
66712199,mixed,other
2228864000,mixed,other
2383502816,mixed,other
18465153,mixed,other
18949452,mixed,other
3307778821,mixed,other
2177764470,mixed,other
2360030636,mixed,other
2510358169,mixed,other
3890442015,mixed,other
3149303001,mixed,other
1291945022,mixed,remain
2846626659,mixed,other
116808837,mixed,other
441251850,mixed,other
122994768,mixed,other
2927368881,mixed,remain
142705588,mixed,other
360941402,mixed,other
510343954,mixed,other
4092546736,negative,other
129597243,positive,remain
63194187,mixed,other
17742260,mixed,other
375907713,mixed,other
288980311,mixed,other
27209619,mixed,other
2841110355,negative,other
49953488,mixed,other
90849749,neutral,leave
194237286,mixed,other
4582768461,positive,other
806517978,neutral,other
3241779670,mixed,other
89434993,mixed,other
2384167099,mixed,other
956138815,mixed,other
211494337,mixed,other
305073570,mixed,other
3322289706,mixed,other
1390466172,mixed,other
44201157,mixed,other
179911030,mixed,other
2852193982,mixed,other
2891897689,negative,other
531369949,mixed,other
61481674,mixed,other
782711180,mixed,other
2882614000,mixed,other
2776646422,mixed,other
4126449317,mixed,other
4149166773,mixed,other
2933312565,mixed,other
4015502903,positive,other
462310129,mixed,other
234113605,mixed,other
72059812,mixed,other
588561044,mixed,other
509519436,mixed,other
456191126,negative,other
2525222185,mixed,other
288927771,mixed,other
83692297,mixed,other
14803203,mixed,other
2643335079,mixed,other
540465387,mixed,other
3818989217,mixed,other
20830711,mixed,other
2153676187,mixed,other
176356781,mixed,other
19070691,mixed,other
384291643,positive,other
179498824,mixed,other
96151244,mixed,other
344786265,mixed,other
944564432,mixed,remain
413181725,mixed,other
176905144,mixed,other
54575030,mixed,other
59472131,mixed,other
17878804,mixed,other
1868678738,mixed,other
553402751,mixed,other
489391487,mixed,other
570896498,mixed,remain
1260163675,mixed,remain
194977936,mixed,other
100342484,mixed,other
3378609479,mixed,other
43553186,mixed,other
979013298,mixed,other
159072956,mixed,remain
3065970071,mixed,other
41359434,mixed,other
7344572,mixed,other
470359977,mixed,other
50836292,negative,leave
286849350,mixed,other
415808169,mixed,other
18720978,mixed,other
2330750393,mixed,other
17019081,mixed,other
2414070806,positive,remain
394961572,mixed,remain
3000894564,positive,other
18006301,mixed,other
4607792601,mixed,other
4657648533,mixed,other
4369841062,mixed,other
4461618561,mixed,other
1372046869,negative,other
38722002,mixed,other
2786342473,mixed,other
1314860766,mixed,other
3303603790,mixed,other
1367963250,mixed,other
125083384,mixed,other
403186359,mixed,other
1412933454,mixed,other
286888215,mixed,other
1139292836,mixed,other
205843793,mixed,other
3196345114,mixed,other
387973412,mixed,other
155227972,mixed,other
3801468016,mixed,other
2900649819,positive,remain
1468283792,mixed,remain
87995697,mixed,other
704296663,mixed,other
3406603487,mixed,other
619793721,mixed,other
949344943,mixed,other
587713071,mixed,other
620547714,mixed,other
162854063,mixed,other
953592132,mixed,other
3345680219,mixed,remain
1108625665,mixed,other
33566000,mixed,other
973005421,mixed,other
447453738,mixed,other
38522224,mixed,other
2312310372,mixed,other
983098838,neutral,other
4155464745,mixed,other
3365745359,mixed,other
2498071176,mixed,other
3342422469,mixed,other
289912244,mixed,remain
620885111,mixed,remain
4186254315,mixed,remain
4361790077,mixed,remain
563052577,neutral,remain
421179706,neutral,remain
595144967,mixed,other
2673014186,neutral,other
252437614,mixed,other
374371350,mixed,other
430738001,mixed,other
362473091,mixed,remain
223775609,mixed,other
437399443,mixed,remain
172836572,mixed,remain
2853628421,mixed,other
619850140,mixed,other
1370850966,negative,other
2898745401,mixed,remain
2819930326,mixed,remain
59393368,mixed,other
2978282871,mixed,other
357430764,mixed,other
3700336153,negative,other
92489756,mixed,other
371802118,mixed,other
205269908,mixed,other
204923510,mixed,other
22464371,mixed,other
230736536,mixed,other
4088619093,mixed,other
13933172,mixed,other
3070454623,mixed,other
170748013,mixed,other
275928942,mixed,other
76483204,neutral,other
631851653,mixed,other
253615321,mixed,other
483950407,mixed,other
154544703,mixed,other
47047809,mixed,remain
424891545,mixed,remain
2748417222,mixed,other
159992511,mixed,other
18431566,mixed,other
618373687,mixed,other
131859965,mixed,other
2307375835,positive,other
282602528,positive,other
1376298428,mixed,other
4692569191,mixed,other
292240445,negative,other
314494880,mixed,other
186393791,mixed,other
471912595,neutral,leave
221682648,mixed,other
271974974,mixed,other
2748517662,mixed,other
859306879,mixed,other
14784684,mixed,other
2933447393,mixed,other
2831274544,mixed,other
1399113342,negative,other
264918134,mixed,other
3254554800,positive,other
1250882072,positive,other
1532811152,positive,other
3254597228,positive,other
1266964388,positive,other
1261213370,positive,other
1264362918,positive,other
1530739531,positive,other
1547559212,positive,other
3254605117,positive,other
1264349868,positive,other
1266943261,positive,other
3254563081,positive,other
1570443163,positive,other
1261222898,positive,other
1326776322,positive,other
1572180474,positive,other
3255574448,positive,other
1853857532,positive,other
1530778627,positive,other
1248712536,positive,other
1133243707,positive,other
1251563059,positive,other
1263841376,positive,other
3254555246,positive,other
1250845256,positive,other
1263876794,positive,other
1003728265,positive,other
2557010554,mixed,other
2201850816,mixed,other
248145799,mixed,other
2741477967,mixed,other
574681599,mixed,other
953943572,negative,leave
324916259,mixed,other
13195972,mixed,other
15633534,mixed,other
162655910,mixed,other
3202283345,mixed,other
4298233876,mixed,other
220671535,mixed,other
3413559281,mixed,other
21388616,mixed,other
48000933,positive,other
22619427,mixed,other
346807834,mixed,other
534972891,mixed,other
197414028,mixed,other
2310047060,mixed,other
839978215,mixed,other
14013202,mixed,other
187965811,mixed,other
3413006413,mixed,other
15750149,mixed,other
2931141700,mixed,other
3744166760,positive,other
259202358,mixed,other
999155780,mixed,other
3574875675,mixed,other
265962961,mixed,other
67891589,mixed,other
3044245529,mixed,other
40998354,mixed,remain
176348732,mixed,other
2798125167,mixed,other
2709717300,mixed,other
56737634,mixed,other
19536881,mixed,other
3777894198,mixed,other
1543202473,mixed,other
226340905,mixed,other
23602600,mixed,other
151086788,mixed,other
2863728977,mixed,other
18938704,mixed,other
1442312376,mixed,other
1356650942,mixed,other
3185941787,mixed,other
134753624,positive,other
3342929843,mixed,other
143560142,mixed,other
35346943,mixed,other
3301743261,mixed,other
21295652,mixed,other
91585577,mixed,other
14138785,mixed,other
966681366,mixed,other
109850582,mixed,other
48295673,mixed,other
1274950158,mixed,other
72588786,mixed,other
2541212474,mixed,other
36974428,mixed,other
221531275,mixed,other
1644871993,positive,remain
1580328187,mixed,other
359606688,mixed,other
411466123,mixed,other
74186069,mixed,other
219213094,mixed,other
28971908,mixed,other
2296744448,mixed,other
876302191,mixed,other
17714548,mixed,other
20392014,mixed,other
153061547,mixed,other
25979812,mixed,other
1693306891,negative,other
1071129806,mixed,other
19643448,mixed,other
141137711,mixed,other
169476991,mixed,other
87695783,mixed,other
22377357,mixed,other
60017224,mixed,other
1076214158,positive,other
53496108,mixed,other
245867485,mixed,other
2388749846,mixed,other
28810099,mixed,other
4234884825,negative,leave
2756163184,mixed,other
385999223,mixed,other
624531763,mixed,other
1304762178,mixed,other
19744053,mixed,other
236032810,mixed,remain
224729427,mixed,other
110396763,mixed,remain
2999447739,mixed,other
32191010,mixed,other
105199396,mixed,other
100453087,mixed,other
2481703728,mixed,other
115760304,mixed,other
1913308621,negative,other
598985135,mixed,other
137717257,positive,other
147992355,mixed,other
948670369,negative,other
155958876,mixed,other
305614939,mixed,other
976528424,mixed,other
201352162,mixed,other
2885705823,mixed,other
703862324,mixed,other
270416438,negative,other
16847779,mixed,other
27733419,mixed,other
44864568,mixed,other
165881152,mixed,other
3375742059,mixed,other
3432250733,mixed,other
2830163865,mixed,other
121768165,mixed,other
23751477,mixed,other
1241397930,mixed,other
1229405964,mixed,other
277364648,neutral,other
106763540,mixed,other
2989557440,mixed,other
611736275,mixed,other
1060578475,mixed,other
79949872,mixed,other
1097602477,mixed,other
849900768,mixed,other
92503676,mixed,other
2648632016,mixed,other
2854520420,mixed,other
319402270,mixed,other
2427233568,mixed,other
3054566722,mixed,other
546239230,mixed,other
34023219,mixed,other
492138343,mixed,other
65322179,mixed,other
350490822,mixed,other
319535377,mixed,other
28067695,mixed,other
60028908,mixed,other
191764888,mixed,other
59104960,mixed,other
95699146,mixed,other
1524527066,negative,other
3677173709,negative,other
381062532,mixed,other
4702984875,mixed,other
71078376,mixed,other
69549823,mixed,other
433801252,mixed,other
218789670,mixed,other
22925060,mixed,other
805888296,positive,leave
130965065,mixed,other
2796192607,mixed,other
849477374,mixed,other
494830380,mixed,remain
2210048426,positive,remain
4100571640,mixed,other
408445751,mixed,other
2974640511,positive,other
2339238427,mixed,other
776966190,mixed,other
4256506048,positive,other
2255987881,mixed,other
4203800363,mixed,other
7512212,positive,leave
1574830555,neutral,leave
210747105,negative,other
2951989629,mixed,other
216346234,negative,other
556089510,mixed,other
2857015516,mixed,other
594508639,mixed,other
2976192581,mixed,other
4493182468,mixed,other
1326653898,mixed,other
4362366381,mixed,other
982415694,mixed,other
3398197577,mixed,other
45288884,mixed,other
882461454,mixed,other
18189291,mixed,other
718413498,positive,remain
2166177369,mixed,remain
859017176,negative,other
1610983362,mixed,other
231884341,mixed,other
278673208,negative,other
448694372,mixed,other
271413079,mixed,other
224616058,mixed,other
11263482,mixed,other
4224953237,mixed,other
1278915014,negative,other
522477612,mixed,other
1077266221,positive,other
2977900810,mixed,other
303105912,mixed,other
263862591,mixed,other
18587204,negative,remain
15111062,mixed,other
278279975,mixed,other
60578495,negative,other
2441463686,mixed,other
3324620889,negative,other
40015623,positive,other
35836249,mixed,other
2432098118,mixed,other
843880663,mixed,other
414648609,mixed,other
1580771017,mixed,other
227431106,mixed,other
15129265,mixed,other
41987014,positive,remain
47916714,mixed,other
2578738615,negative,other
16566387,mixed,remain
3891403468,mixed,leave
252606733,mixed,other
96267014,mixed,other
256958107,mixed,other
109283143,mixed,other
311098041,mixed,other
188957628,positive,other
1667556282,mixed,other
2805269365,positive,other
333979849,mixed,other
2809161682,mixed,other
28783336,mixed,other
55329757,mixed,other
161243998,mixed,other
197944710,mixed,other
14106476,mixed,other
91226005,mixed,other
2954023518,mixed,other
858426919,mixed,other
808662330,mixed,other
853613946,mixed,other
3817896615,negative,other
777820526,mixed,other
248811404,mixed,other
236810139,mixed,other
143733181,mixed,other
2615042382,negative,other
384302270,mixed,other
5824902,mixed,other
2518908922,mixed,other
2702818325,mixed,other
4265184735,mixed,other
529718078,mixed,other
2442142605,mixed,other
374775473,mixed,other
50089986,mixed,other
4656559696,neutral,remain
3311748131,positive,other
4382400263,mixed,other
3243544179,neutral,other
262735312,mixed,other
633623689,positive,other
94543658,mixed,other
19284502,mixed,other
1085762119,mixed,other
4266087742,negative,other
1079210822,mixed,other
239354444,mixed,other
3297513371,mixed,other
424382787,mixed,other
28561049,mixed,other
2538600419,mixed,other
282567341,mixed,other
256456108,mixed,other
3033091670,mixed,other
21308199,mixed,other
372447514,mixed,other
538058680,mixed,other
4561577362,mixed,other
29259728,mixed,leave
461891737,neutral,remain
1605694716,mixed,other
929426544,positive,other
21656055,mixed,other
15286352,mixed,other
487899772,mixed,other
172738190,mixed,other
434943367,mixed,other
111388931,mixed,other
1897437001,positive,other
2570904078,mixed,other
1438007443,mixed,other
11466702,mixed,other
28138931,mixed,other
1200842257,positive,other
20045684,negative,other
51728924,mixed,other
25097735,mixed,other
29955357,mixed,other
1879108838,mixed,other
146741647,mixed,other
15881757,mixed,other
498986721,mixed,other
2620095853,mixed,other
775675873,negative,remain
2312115392,mixed,other
2934694687,mixed,other
2281449269,positive,other
20385337,mixed,other
589015431,mixed,other
3331783139,mixed,other
187736655,mixed,other
2824606058,mixed,other
102325185,mixed,other
230748240,mixed,other
89414621,mixed,other
2302786740,mixed,other
1460350147,mixed,other
111875060,mixed,other
568646904,mixed,other
330717019,mixed,other
1492763996,neutral,other
23342407,mixed,other
458322728,negative,other
110191018,mixed,remain
34262462,mixed,other
296505265,mixed,other
2354950674,negative,other
2425411130,mixed,other
2887077099,mixed,other
484197914,mixed,other
487040446,negative,other
2774491532,mixed,other
596266481,mixed,other
3695647695,mixed,leave
24941106,positive,other
111779148,mixed,other
48438566,mixed,other
18216450,mixed,other
63925655,mixed,leave
44706837,mixed,other
120850825,mixed,other
280955681,mixed,other
353872365,negative,other
4405941203,mixed,other
340961193,mixed,other
88098920,mixed,other
132547999,mixed,other
4656943757,positive,other
584923211,mixed,other
2789529512,mixed,other
229499379,mixed,other
2724107589,mixed,other
21101895,mixed,other
42191735,mixed,other
361832401,mixed,other
34761502,mixed,other
44411598,mixed,other
71275400,mixed,other
135096804,mixed,other
359652561,mixed,other
155924984,mixed,other
452029413,mixed,other
284997277,mixed,other
1074774114,mixed,other
270749873,mixed,other
304861372,mixed,other
1313814055,mixed,other
3346827040,negative,other
2507557358,mixed,other
16922486,mixed,other
1395067938,neutral,remain
431562823,mixed,other
19811190,mixed,other
528990386,mixed,other
869796283,mixed,other
115969061,mixed,other
111260148,mixed,other
3365031418,negative,other
28277980,mixed,other
1660195800,mixed,other
318428514,mixed,other
228108136,mixed,other
339803270,mixed,other
83705507,mixed,other
3438824031,mixed,other
2661937419,negative,other
393288003,mixed,other
367350800,negative,other
19287584,negative,other
4451037567,positive,other
1397592666,mixed,other
314548237,mixed,other
59549064,mixed,other
966220742,mixed,other
152970895,mixed,other
117514358,mixed,other
2753142960,mixed,other
130109576,mixed,other
244439860,mixed,other
33973843,mixed,other
279451940,mixed,other
87818409,mixed,other
26579339,mixed,other
327338123,mixed,other
26522915,mixed,other
135241329,mixed,remain
181245414,negative,other
1631064000,mixed,other
123174284,mixed,other
1530767479,mixed,other
329978211,mixed,other
32916265,mixed,other
371142476,mixed,other
18001016,mixed,other
2314102206,mixed,other
152333242,mixed,other
31101758,negative,other
364832982,mixed,other
3304543309,mixed,other
23563830,mixed,other
2589783907,mixed,other
592752592,mixed,other
61962693,mixed,other
48089305,mixed,other
2428381658,mixed,other
152717568,mixed,other
2721878217,mixed,other
65911220,mixed,other
597438638,mixed,other
2231120274,mixed,other
2249724961,mixed,other
88536821,mixed,other
52486297,neutral,other
270477874,mixed,other
304878098,mixed,other
2433924289,mixed,other
3235684023,mixed,other
224151703,mixed,other
244209009,mixed,other
1467388225,mixed,remain
74692745,mixed,other
20632425,mixed,other
2276166102,positive,other
400580205,mixed,other
22369602,mixed,other
64395566,mixed,other
360897119,mixed,other
3292042493,mixed,other
1017959256,mixed,other
18308314,mixed,remain
252172352,negative,other
2940883827,mixed,remain
2234063790,positive,other
2472745327,mixed,other
2725952336,mixed,other
219421471,mixed,other
233589731,mixed,other
3796542743,mixed,other
571908510,mixed,other
49403072,mixed,other
1142469860,mixed,other
384822746,mixed,other
35359528,negative,remain
21998314,negative,other
1374566166,mixed,other
3427927397,mixed,other
3318947976,mixed,other
377162832,mixed,other
62340455,mixed,other
771242107,mixed,other
255046232,mixed,other
518615888,negative,other
1462998769,mixed,other
2489325295,negative,other
2411499757,mixed,other
269744627,mixed,other
366264688,mixed,other
954097404,mixed,other
4444414572,neutral,other
3949765276,negative,remain
66661130,mixed,other
110836315,positive,other
50070718,mixed,other
376132050,neutral,remain
574880759,mixed,other
60189166,mixed,other
83787658,mixed,other
17968281,mixed,other
3108263999,mixed,other
17592502,mixed,other
556837014,mixed,other
15110357,mixed,other
1173024764,mixed,other
242235183,mixed,other
729625752,mixed,other
81554436,negative,other
57979109,mixed,other
4646062467,mixed,other
466855825,mixed,other
866933293,mixed,other
1386918194,mixed,other
334626332,mixed,other
1115137418,mixed,other
3179393168,mixed,other
3344020755,mixed,other
1028763974,mixed,other
99333493,mixed,other
311619290,mixed,other
4643072357,mixed,other
875304878,mixed,other
65633673,mixed,other
1858633446,mixed,other
1162398756,mixed,other
121068845,mixed,other
48378139,mixed,other
25850374,mixed,other
128565632,mixed,remain
2278877371,mixed,other
2828184957,mixed,other
258515543,mixed,other
125385174,mixed,other
296727616,mixed,other
220787298,mixed,leave
2870490544,positive,other
47665823,positive,other
10196452,mixed,other
931173426,mixed,other
132587518,mixed,other
29191089,mixed,other
437684919,mixed,other
50598105,negative,other
86327801,mixed,other
3244915581,negative,other
490764472,mixed,other
150633655,mixed,other
18952656,mixed,other
1169955067,negative,other
1267959955,mixed,other
408041125,mixed,other
265967674,mixed,other
4022223623,mixed,other
995433505,mixed,other
522501686,mixed,other
82654550,mixed,other
27653880,mixed,other
44707374,mixed,other
2776512832,negative,other
246887693,mixed,other
366811939,mixed,other
142324043,positive,other
392272190,negative,other
44323093,mixed,other
1331464566,mixed,other
14162258,mixed,other
3642696316,mixed,other
4688337553,mixed,other
422164503,mixed,other
2286056016,mixed,other
1418358025,mixed,other
59726440,mixed,other
345993851,mixed,other
629572222,mixed,other
22132467,mixed,other
621763601,negative,other
317052872,mixed,other
18373946,mixed,other
187271558,negative,other
110237893,mixed,other
113120574,mixed,other
2469927320,mixed,other
247023102,positive,other
450567698,positive,other
494401214,negative,other
3006552820,mixed,other
76087391,mixed,other
1697215020,mixed,other
1292292907,mixed,other
2319372896,negative,other
284646586,mixed,other
617029017,mixed,other
2167185685,negative,other
118025821,mixed,other
3026454964,mixed,other
85599723,mixed,other
2984403982,mixed,other
2919278794,positive,other
385944900,mixed,other
16474781,mixed,other
2358583555,mixed,other
557342650,mixed,other
27954282,mixed,other
337626858,mixed,other
2582516978,negative,other
16400258,mixed,other
398664947,mixed,other
586768717,negative,other
182831359,mixed,other
60880381,mixed,other
117428743,mixed,other
389626752,mixed,remain
3394375546,mixed,other
134494126,mixed,other
13088272,mixed,other
3110602853,negative,other
201691315,mixed,other
17442320,mixed,other
474910079,mixed,other
303453477,mixed,other
960874950,mixed,other
712263542,mixed,other
32342915,mixed,other
32440356,mixed,other
22007328,mixed,other
747270558,mixed,other
2382326604,positive,other
2281314234,mixed,other
22110666,mixed,other
1317689665,negative,other
2572417917,mixed,other
295911940,mixed,other
569194033,mixed,other
770958068,neutral,other
2326022540,mixed,other
2824252909,mixed,other
3367334171,mixed,other
783142094,mixed,other
3153097690,mixed,other
3005135476,mixed,other
2889123214,mixed,other
89165845,mixed,other
20625218,mixed,other
400935932,mixed,other
871892486,mixed,other
160738172,mixed,other
2718078811,mixed,other
2221741436,mixed,other
4427855352,mixed,other
218601108,mixed,other
3726629774,mixed,other
3084557161,mixed,other
44653822,mixed,other
45262762,mixed,other
46036755,mixed,other
61559313,positive,other
45262242,mixed,other
45261187,mixed,other
2326168699,mixed,other
45261625,mixed,other
46035815,mixed,other
49531665,mixed,other
15594857,mixed,other
325327587,mixed,other
128672516,negative,remain
1316611314,mixed,other
1006207015,mixed,other
2714540334,mixed,other
264820288,mixed,other
96621704,mixed,other
325315520,mixed,other
2913871461,mixed,other
2859372870,mixed,other
2477346818,mixed,other
543774451,mixed,other
308174015,negative,other
59081707,mixed,other
2801389290,mixed,other
338448134,mixed,other
22901158,mixed,other
575800113,mixed,other
2972649130,mixed,other
3879026367,mixed,other
2445619604,mixed,other
85386747,mixed,other
571626367,mixed,other
392046903,mixed,other
42586014,mixed,other
29216247,mixed,other
3090902909,mixed,other
2541025128,mixed,other
476485701,mixed,other
1560492025,mixed,other
1087353870,mixed,other
1367945744,mixed,other
21612965,mixed,other
64366162,mixed,other
2874109600,mixed,other
20280716,neutral,leave
578060313,negative,other
744734906,negative,other
59497906,mixed,other
2221161168,mixed,other
179727529,mixed,other
3433148488,mixed,other
2228504462,mixed,other
161740961,positive,other
1369419482,positive,other
37538986,positive,other
56809304,positive,other
2390700720,mixed,other
930809724,mixed,other
593741888,mixed,other
599169031,mixed,other
2836961234,mixed,other
282904032,mixed,other
809150330,positive,other
2590679485,mixed,other
996335270,mixed,other
4439218752,mixed,other
605575127,mixed,other
2572535796,mixed,other
411001661,mixed,other
27652717,mixed,other
2929814659,mixed,other
3886801458,mixed,other
1343354948,mixed,other
257654076,mixed,other
3226583923,mixed,other
1851611528,mixed,other
3194838870,mixed,other
418540325,mixed,other
476686277,mixed,other
3331100733,mixed,other
63511383,mixed,other
3292358419,mixed,other
312810501,mixed,other
339073099,mixed,other
3133271,mixed,other
209671490,mixed,other
178334861,mixed,other
23227936,mixed,other
717561066,mixed,other
2816214692,mixed,other
205640472,mixed,other
2505010524,mixed,other
417992966,mixed,other
1106283878,mixed,remain
222098610,mixed,other
903565902,mixed,other
347143265,mixed,other
23649697,mixed,other
1349602268,mixed,other
2896223487,mixed,other
101457999,mixed,other
1343038112,mixed,other
1362031416,mixed,other
118351047,mixed,other
1085921,mixed,other
533598342,mixed,other
253428481,mixed,other
3423735975,mixed,other
1308616477,mixed,remain
157750710,negative,other
2804471717,neutral,other
197776953,mixed,other
2775675455,mixed,other
1570407782,mixed,other
1374627038,mixed,other
1652582130,mixed,other
1676116770,mixed,other
1603601010,mixed,other
2468932741,mixed,other
2999510921,negative,other
69238303,mixed,other
3242266313,mixed,other
3119231783,mixed,other
8090562,mixed,other
3043131903,negative,other
472283873,mixed,other
538073780,mixed,other
3064986503,mixed,other
747792528,mixed,other
353713166,mixed,other
266001088,mixed,other
941649570,mixed,other
20392809,mixed,other
207619416,negative,other
3293055102,mixed,other
2438225114,positive,other
2977675629,neutral,other
29095033,mixed,other
2778474733,mixed,other
166989968,mixed,other
1485539905,mixed,remain
313510104,mixed,other
4054643129,mixed,other
25660098,mixed,other
1462000765,negative,other
15776298,positive,other
218805720,mixed,other
329215336,mixed,other
359909279,mixed,other
1200763573,mixed,other
62883300,neutral,other
363724934,mixed,other
135244066,mixed,other
189107137,mixed,other
327400296,mixed,remain
486495400,mixed,remain
2357300184,mixed,other
62752145,negative,other
18562859,mixed,other
309063719,neutral,other
224004018,mixed,other
300357501,mixed,other
1001813857,mixed,other
559530477,mixed,other
626701400,mixed,other
2802143101,negative,other
8303022,mixed,other
3299094737,mixed,remain
32353291,mixed,other
273559383,negative,other
628469828,mixed,remain
2848238315,mixed,other
425088489,mixed,other
189699584,negative,other
252062789,mixed,other
1354203150,mixed,other
21001033,mixed,remain
20516387,negative,other
3321185645,mixed,other
933093036,mixed,other
147505769,mixed,other
501808599,mixed,other
232117609,mixed,other
373481031,neutral,remain
3037835352,positive,other
3304898316,mixed,other
990802033,mixed,other
2467803662,mixed,other
4417338814,positive,other
873603990,positive,other
2904898289,mixed,other
947505115,mixed,other
975627246,mixed,other
508995337,mixed,other
33449835,mixed,other
2364434006,mixed,other
54747537,mixed,other
2588100114,mixed,other
250104707,mixed,other
28165046,mixed,other
108413307,mixed,other
12790962,mixed,other
350362817,mixed,other
3589608317,mixed,other
23233309,mixed,other
158021529,mixed,other
3351605332,mixed,other
404127899,mixed,remain
395520049,mixed,other
2229021782,mixed,other
2213941196,mixed,other
26985345,mixed,other
20066455,mixed,other
303444742,mixed,other
305644780,neutral,other
39972616,positive,other
2608849720,mixed,other
317147446,mixed,other
1120468014,mixed,remain
236342315,mixed,other
585891682,mixed,other
1193529589,mixed,other
43317553,negative,other
4504166614,neutral,other
19343618,mixed,other
2842567535,mixed,other
347905084,mixed,other
401915063,positive,other
484595728,positive,remain
96096222,mixed,other
159071681,negative,remain
510963302,mixed,other
2329053258,mixed,other
21352370,mixed,other
611585332,mixed,other
260169083,mixed,other
133236916,mixed,other
115897650,mixed,other
2519624851,mixed,other
430767176,mixed,other
106323953,mixed,other
157760297,mixed,other
2847020799,mixed,other
131138714,positive,other
2308190412,mixed,remain
127480750,mixed,other
2767419671,mixed,other
193188160,mixed,other
294176860,mixed,other
4105686663,mixed,other
2785489984,positive,remain
147249029,mixed,other
33852508,mixed,other
27692596,mixed,other
214131906,mixed,other
2334410965,mixed,other
229796532,negative,other
828717014,mixed,remain
4085028765,mixed,other
630638597,positive,other
2324408143,mixed,other
2540218357,negative,other
349218120,mixed,other
17990493,mixed,other
137274378,mixed,other
829647236,mixed,other
406993206,mixed,other
2344022562,mixed,remain
89929611,mixed,other
2865155043,mixed,remain
374434260,negative,other
4119446079,mixed,other
1668992125,mixed,other
2651818933,mixed,other
83661225,mixed,other
118192849,neutral,remain
769582129,mixed,other
1205903011,mixed,other
1248977552,mixed,other
142344198,mixed,other
591226078,negative,other
32141968,mixed,other
2572477796,neutral,remain
186947829,mixed,other
2449639681,mixed,other
5014281,mixed,other
14920829,mixed,other
570057322,mixed,other
293752292,mixed,other
55509358,mixed,other
15823893,mixed,other
45542386,mixed,other
1916971118,mixed,other
2793882489,mixed,leave
556649719,mixed,other
3294916911,mixed,other
278154986,mixed,other
867070008,mixed,remain
67845090,mixed,other
1359357403,mixed,remain
36634949,mixed,other
46083791,mixed,other
309270972,mixed,other
3081743291,mixed,other
125096525,mixed,other
2338354393,mixed,other
267348157,mixed,other
3313398158,mixed,other
16139649,mixed,other
1110212028,mixed,other
459390022,mixed,other
11731922,mixed,other
19192009,mixed,other
2781024266,mixed,other
4703820421,mixed,other
3243888064,mixed,other
4528064150,mixed,other
105319446,mixed,other
562017666,mixed,other
2805359148,mixed,other
105816407,mixed,other
2626128637,mixed,other
2784561011,mixed,other
78624956,mixed,other
28957851,mixed,other
3390732423,positive,remain
155520880,neutral,other
15798091,mixed,other
3194078982,mixed,other
1903612183,positive,other
44906914,mixed,other
273436679,mixed,remain
495043728,mixed,other
17895820,mixed,other
161036163,mixed,other
86746980,mixed,other
339581928,mixed,remain
8973062,mixed,other
158735149,mixed,other
317679514,mixed,remain
4118427075,mixed,other
4252585769,positive,other
178111796,mixed,other
246290573,mixed,other
172683184,mixed,other
255718141,mixed,other
44913696,mixed,other
51052182,mixed,other
1152139908,mixed,other
492812608,mixed,other
92769146,mixed,other
29950404,mixed,other
2875501614,mixed,other
252535708,mixed,other
22646514,mixed,other
948573114,mixed,remain
2373445755,neutral,other
209487731,mixed,other
1948696680,mixed,other
69080476,mixed,other
1609146835,mixed,other
190323792,positive,other
38177107,mixed,other
3147651,mixed,other
66873,mixed,other
585460615,mixed,other
2208541680,mixed,other
51132718,mixed,other
101798865,mixed,other
491665980,mixed,other
542745330,mixed,other
298704150,mixed,other
3310721075,mixed,other
231726084,mixed,other
19730131,mixed,other
204877320,mixed,other
421319631,mixed,other
403291378,mixed,other
587203543,mixed,other
2486652485,mixed,other
748414562,mixed,other
203518181,mixed,other
441181353,mixed,other
2576627054,mixed,remain
92564226,mixed,remain
803353488,mixed,other
380430658,mixed,other
493370166,mixed,other
2846809907,mixed,other
225038441,mixed,other
288638912,mixed,other
3822443837,mixed,other
121855199,mixed,leave
20770862,mixed,other
492034711,mixed,other
20134451,mixed,other
272899447,positive,other
140827633,mixed,other
2192380736,mixed,other
168425731,mixed,other
3025555457,negative,leave
1668764010,mixed,other
415427768,mixed,other
23443605,mixed,other
1076260579,mixed,other
2804303952,mixed,remain
204966358,mixed,remain
1009905266,mixed,remain
2253203910,neutral,remain
1186190838,mixed,other
1143112783,mixed,other
436326987,mixed,other
3075976759,mixed,other
1043424619,mixed,other
34713362,mixed,other
292230256,mixed,other
2353539890,mixed,other
936809216,mixed,other
417000952,mixed,other
2346253319,mixed,other
468174468,mixed,other
3600736937,mixed,other
4250038481,mixed,other
3389264507,mixed,remain
544671442,mixed,other
16311281,positive,leave
3385583361,mixed,other
93381495,mixed,other
60886384,negative,other
3673062019,mixed,other
236479810,mixed,other
19422545,mixed,other
75754200,negative,other
2936724450,positive,remain
36635797,mixed,other
1414582549,mixed,other
9422372,mixed,other
272344158,negative,other
66332507,negative,other
2389748504,mixed,other
4021044853,mixed,other
893094091,mixed,other
1520417005,mixed,remain
2166261384,mixed,other
534826529,mixed,remain
40353863,mixed,other
2862432532,positive,other
175436934,mixed,other
72249574,mixed,other
3351687010,mixed,other
3354083716,mixed,other
17780391,mixed,other
425781128,mixed,other
17537743,mixed,other
